order	sentence	pinyin	english
7508	我们必须学会像兄弟一样共同生活，要么就像傻子一样同归于尽。	wǒmen bìxū xuéhuì xiàng xiōngdi yīyàng gòngtóngshēnghuó, yàome jiù xiàng shǎzi yīyàng tóng guīyú jǐn.	We must learn to live together as brothers, or we will perish together as fools.
7509	研究员在研究细菌。	Yánjiūyuán zài yánjiū xìjūn.	The researcher is researching bacteria.
7510	细菌是微小的。	Xìjūn shì wēixiǎo de.	Bacteria are tiny.
7511	她在玩滑梯。	Tā zài wánr huátī.	She's playing on the slide.
7512	他们在教堂里办丧事。	Tāmen zài jiàotáng lǐ bàn sāngshì.	They're holding the funeral ceremony in the church.
7513	这把菜刀很锋利。	Zhè bǎ càidāo hěn fēnglì.	The kitchen knife is very sharp.
7514	天鹅张开了翅膀。	Tiān'é zhāngkāile chìbǎng.	The swan spread its wings.
7515	他在田里播种。	Tā zài tián lǐ bōzhǒng.	He's sowing the fields.
7516	收割机在田里割小麦。	Shōugējī zài tián lǐ gē xiǎomài.	The harvester is reaping the wheat in the field.
7517	他们在田里辛勤地劳动。	Tāmen zài tián lǐ xīnqín de láodòng.	They're working hard in the field.
7518	进口商品的税率比较高。	Jìnkǒu shāngpǐn de shuìlǜ bǐjiào gāo.	The tax rate on imported goods is relatively higher.
7519	台湾的税率是中等税率。	Táiwān de shuìlǜ shì zhōngděng shuìlǜ.	The tax rate in Taiwan is a medium rate.
7520	进口商品要征收进口税。	Jìnkǒu shāngpǐn yào zhēngshōu jìnkǒushuì.	An import tax is levied on imported goods.
7521	笔筒里有许多笔。	Bǐtǒng lǐ yǒu xǔduō bǐ.	There are many pens in the pen container.
7522	城市由一支大军守卫。	chéngshì yóu yī zhī dàjūn shǒuwèi .	The town was defended by a large army.
7523	大部份老百姓希望两岸通航。	Dà bùfèn lǎobǎixìng xīwàng liǎng'àn tōngháng.	Most people hope there will be open navigation across the strait.
7524	台湾和大陆可以通航了。	Táiwān hé dàlù kěyǐ tōngháng le.	Taiwan and the mainland has open navigation now.
7525	小孩儿在钻水泥管子。	Xiǎoháir zài zuān shuǐní guǎnzi.	The child is making his way through the concrete pipe.
7526	耶稣是圣母玛利亚生的。	yēsū shì shèngmǔmǎlìyà shēng de .	Jesus was born of Mary.
7527	案板上有些面包渣。	Ànbǎn shàng yǒu xiē miànbāozhā.	There are some crumbs of bread on the chopping board.
7528	他们参加探险队远征南极。	Tāmen cānjiā tànxiǎnduì yuǎnzhēng Nánjí.	They're going on an expedition to explore the South Pole.
7529	南极洲有企鹅。	Nánjízhōu yǒu qǐ'é.	There are penguins in Antarctica.
7530	企鹅是球队的吉祥物。	Qǐ'é shì qiúduì de jíxiángwù.	The penguin is the team's mascot.
7531	他总是沉默寡言。	Tā zǒngshì chénmò-guǎyán.	He's always very silent and uncommunicative.
7532	他精力充沛。	Tā jīng lì chōngpèi.	He's full of energy.
7533	薰衣草是紫色的。	Xūnyīcǎo shì zǐsè de.	Lavender is purple.
7534	老师对她的行为感到愤慨。	Lǎoshī duì tā de xíngwéi gǎndào fènkǎi.	The teacher is indignant at her behavior.
7535	他半身赤裸。	Tā bànshēn chìluǒ.	He's half naked.
7536	每一个生命都蕴含着母爱。	Měi yī gè shēngmìng dōu yùnhánzhe mǔ'ài.	In every single life there lies maternal love.
7537	他手上沾满了肥皂沫。	Tā shǒushang zhānmǎnle féizàomò.	His hands are covered with soap foam.
7538	她的歌声很悦耳。	Tā de gēshēng hěn yuè'ěr.	Her singing is very enjoyable.
7539	双方在会议厅签约。	Shuāngfāng zài huìyìtīng qiānyuē.	Both sides are signing an agreement in the meeting hall.
7540	军队镇压了暴乱。	Jūnduì zhènyāle bàoluàn.	The army has suppressed the riot.
7541	她对谁都很和蔼可亲。	tā duì shéi dōu hěn héǎikěqīn .	She is gracious to everyone.
7542	他在盗窃国家机密。	Tā zài dàoqiè guójiā jīmì.	He is stealing national secrets.
7543	窃盗国家机密是重罪。	Qièdào guójiā jīmì shì zhòngzuì.	It is a serious crime to steal national secrets.
7544	我们走开的时候，房子被盗窃了。	wǒmen zǒukāi de shíhou , fángzi bèi dàoqiè le .	Our house was robbed while we were away.
7545	她在查看邮箱的附件。	Tā zài chákàn yóuxiāng de fùjiàn.	She's checking an attachment in her e-mail.
7546	葡萄可以用来酿酒。	Pútao kěyǐ yònglái niàngjiǔ.	Grapes can be made into wine.
7547	葡萄可以酿酒。	Pútao kěyǐ niàngjiǔ.	Grapes can be used to make wine.
7548	据说《哈姆雷特》是写出来的最有意思的剧本。	jùshuō . hā mǔ léi tè . shì xiěchūlai de zuì yǒuyì sī de jùběn .	It is said that "Hamlet" is the most interesting play ever written.
7549	Olivier饰演了哈姆雷特一角。	Olivier shìyǎn le hā mǔ léi tè yī jiǎo .	Olivier acted the part of Hamlet.
7550	车棚里停了一辆车。	Chēpéng lǐ tíngle yī liàng chē.	There's a car parked in the car shed.
7551	他们只有一根钓鱼竿。	Tāmen zhǐyǒu yī gēn diàoyúgān.	They only have one fishing pole.
7552	竹竿里是空的。	Zhúgān lǐ shì kōng de.	Bamboo poles are hollow in the center.
7553	工厂排放污水。	Gōngchǎng páifàng wūshuǐ.	The factory is discharging polluted water.
7554	她很仰慕他的上司。	Tā hěn yǎngmù tā de shàngsi.	She admires her superior very much.
7555	事情已经办妥了。	Shìqing yǐjing bàntuǒ le.	The matter has been settled.
7556	他把滑板放上了车顶。	tā bǎ huá bǎn fàngshàng le chē dǐng .	He put the skis on top of the car.
7557	他们一直爬到悬崖顶上。	tāmen yīzhí pádào xuányá dǐng shàng .	They climbed to the top of a cliff.
7558	我站在悬崖上感到很恐慌。	Wǒ zhàn zài xuányá shàng gǎndào hěn kǒnghuāng.	Standing on the cliff, I became very frightened.
7559	看见新鲜龙虾，我有了食欲。	kànjiàn xīnxiān lóngxiā , wǒ yǒu le shíyù .	The sight of fresh lobster gave me an appetite.
7560	经过百年的变迁，香港成为国际化大都市。	Jīngguò bǎinián de biànqiān, Xiānggǎng chéngwéi guójìhuà dàdūshì.	After a century of changes, Hong Kong has become an international metropolis.
7561	塞外风光优美。	Sàiwài fēngguāng yōuměi.	The scenery north of the Great Wall is beautiful.
7562	我对你的厚颜无耻感到惊讶。	wǒ duì nǐ de hòuyánwúchǐ gǎndào jīngyà .	I am amazed at your audacity.
7563	50年代，芬兰人被认为是世界上饮食最不健康的例子。	50 niándài , fēnlánrén bèi rènwéi shì shìjièshàng yǐnshí zuì bùjiànkāng de lìzi .	In the 1950's, the Finns were cited as having one of the least healthy diets in the world.
7564	他这个人很狂妄。	Tā zhè gè rén hěn kuángwàng.	He's extremely conceited.
7565	水渗出来了。	Shuǐ shèn chūlái le.	Water is seeping out.
7566	桌上有一只橙子。	zhuō shàng yǒu yī zhǐ chéngzi .	There is an orange on the table.
7567	橙子在我嘴里留下了一种奇怪的味道。	chéngzi zài wǒ zuǐ lǐ liúxià le yī zhǒng qíguài de wèidao .	The orange left a strange taste in my mouth.
7568	我能吃这只橙子吗？	wǒ néng chī zhè zhǐ chéngzi ma ?	Can I have this orange?
7569	他喜欢橙子。	tā xǐhuān chéngzi .	He likes oranges.
7570	他们在加利福尼亚种橙子。	tāmen zài jiālìfúníyà zhǒng chéngzi .	They grow oranges in California.
7571	地球的外形和橙子相似。	dìqiú de wàixíng hé chéngzi xiāngsì .	The globe is similar in shape to an orange. <br /> The earth is similar to an orange in shape.
7572	政府取缔不法活动。	Zhèngfǔ qǔdì bùfǎ huódòng.	The government bans illegal activities.
7573	谈判出现僵局。	Tánpàn chūxiàn jiāngjú.	The negotiations have encountered an impasse.
7574	我们必须设法打破这个僵局。	wǒmen bìxū shèfǎ dǎpò zhè gè jiāngjú .	We must try to break the deadlock.
7575	我爱吃中国菜，譬如北京烤鸭。	Wǒ ài chī Zhōngguócài, pìrú Běijīng kǎoyā.	I love eating Chinese dishes, like Beijing roast duck, for instance.
7576	烤鸭是知名的北京美食。	Kǎoyā shì zhīmíng de Běijīng měishí.	Roast duck is a famous dish in Beijing.
7577	鸡是一种家禽。	Jī shì yī zhǒng jiāqín.	Chickens are a type of poultry.
7578	这家公司前途未卜。	Zhè jiā gōngsī qiántú-wèibǔ.	There's no telling about the company's future.
7579	飞碟对人类而言，还是一个谜。	Fēidié duì rénlèi éryán, hái shì yī gè mí.	Flying saucers are still a mystery to mankind.
7580	纸币散开了。	Zhǐbì sànkāi le.	The paper money is scattered.
7581	我很喜欢荡秋千。	Wǒ hěn xǐhuan dàng qiūqiān.	I like going on a swing.
7582	能不能麻烦你告诉我去邻村怎么走？	néngbùnéng máfan nǐ gàosu wǒ qù lín cūn zěnme zǒu ?	Can I trouble you to tell me the way to the next village?
7583	油漆已经剥落了。	Yóuqī yǐjing bōluò le.	The paint is peeling off.
7584	官员下榻在这家酒店。	Guānyuán xiàtà zài zhè jiā jiǔdiàn.	The official is staying at this hotel.
7585	已经进入酷暑了。	Yǐjing jìnrù kùshǔ le.	We're already into the hottest part of summer.
7586	他为官廉洁。	Tā wéiguān liánjié.	He's a very honest official.
7587	士兵在坚守阵地。	Shìbīng zài jiānshǒu zhèndì.	The soldiers are holding their ground.
7588	大海漫无边际。	Dàhǎi mànwú biānjì.	The sea is boundless.
7589	在冬天大雁迁徙到南方。	Zài dōngtiān dàyàn qiānxǐ dào nánfāng.	In winter, wild geese migrate to the south.
7590	许多燕子不久就要从南方飞来了。	xǔduō yànzi bùjiǔ jiù yào cóng nánfāng fēi lái le .	Many swallows will come soon from the south.
7591	布宜诺斯艾利斯是阿根廷的首都。	Bùyínuòsī'àilìsī shì Āgēntíng de shǒudū.	Buenos Aires is the capital of Argentina.
7592	他们在研究新的计策。	Tāmen zài yánjiū xīn de jìcè.	They're devising a new plan/strategy.
7593	往返吗？是单程。	wǎngfǎn ma ? shì dānchéng .	Round trip? Only one-way.
7594	今天是奶奶的八十诞辰。	Jīntiān shì nǎinai de bāshí dànchén.	Today is my Grandma's eightieth birthday.
7595	这是一件仿制品。	Zhè shì yī jiàn fǎngzhìpǐn.	This is an imitation.
7596	宋先生穿褐色的皮鞋。	Sòng xiānsheng chuān hèsède píxié.	Mr Song is wearing brown leather shoes.
7597	他虐待幼儿。	Tā nüèdài yòu'ér.	He abuses children.
7598	窗玻璃被打碎了。	Chuāngbōli bèi dǎsuì le.	The window pane was broken.
7599	空气中夹杂着花儿的芳香。	Kōngqì zhōng jiāzázhe huār de fāngxiāng.	Mingled up with the air was the fragrance of flowers.
7600	老师在为孩子讲谚语故事。	Lǎoshī zài wèi háizi jiǎng yànyǔ gùshi.	The teacher is teaching the children the stories behind proverbs.
7601	“滚石不生苔”是一句谚语。	gǔn shí bù shēngtái shì yī jù yànyǔ .	A rolling stone gathers no moss is a saying. <br /> "A rolling stone gathers no moss" is a proverb.
7602	他用微波炉热菜。	Tā yòng wēibōlú rè cài.	He heated up the food in a microwave oven.
7603	他的烟瘾很大。	Tā de yānyǐn hěn dà.	He is heavily addicted to smoking.
7604	河水很浑浊。	Héshuǐ hěn húnzhuó.	The river water is very muddy.
7605	我们常用蜜蜂比喻勤劳的人。	Wǒmen cháng yòng mìfēng bǐyù qínláo de rén.	We often use bees as a metaphor for diligent people.
7606	蜜蜂在勤劳的采蜜。	Mìfēng zài qínláo de cǎi mì.	Honeybees are busily collecting honey.
7607	蜜蜂正在采花蜜。	Mìfēng zhèngzài cǎi huāmì.	The bees are collecting honey from the flowers.
7608	国家越来越繁荣昌盛。	Guójiā yuè lái yuè fánróng-chāngshèng.	The country is growing more and more prosperous.
7609	购买指定商品还有赠品。	Gòumǎi zhǐdìng shāngpǐn hái yǒu zèngpǐn.	If you purchase the designated items, you'll get a free gift.
7610	他的声音打搅了老谢的午睡。	Tāde shēngyīn dǎjiǎo le Lǎo Xiè de wǔshuì.	The noises he made disturbed Lao Xie's nap.
7611	你最好打消这么可笑的念头。	nǐ zuì hǎo dǎxiāo zhème kěxiào de niàntou .	You'd better leave off such a radical idea.
7612	今年的稻谷丰收了。	Jīnnián de dàogǔ fēngshōu le.	There is a bumper crop of rice this year.
7613	他依靠政府的救济金过日子。	Tā yīkào zhèngfǔ de jiùjìjīn guò rìzi.	He relies on government relief funds to live.
7614	警察举起了盾牌。	Jǐngchá jǔqǐle dùnpái.	The policeman raised his shield.
7615	毒品让他沉沦。	Dúpǐn ràng tā chénlún.	Drugs brought about his downfall.
7616	美国给许多国家外援。	Měiguó gěi xǔduō guójiā wàiyuán.	America gave foreign aid to lots of nations.
7617	外援是没有国界的。	Wàiyuán shì méiyǒu guójiè de.	Foreign aid is without national boundaries.
7618	她长得很俏丽。	Tā zhǎng de hěn qiàolì.	She is pretty.
7619	农民在田里辛苦地耕耘。	Nóngmín zài tián lǐ xīnkǔ de gēngyún.	The farmers are toiling in the fields.
7620	这种水果形状像橙子，味道像菠萝。	zhèzhǒng shuǐguǒ xíngzhuàng xiàng chéngzi , wèidao xiàng bōluó .	This fruit is shaped like an orange and tastes like a pineapple. <br /> The fruit is similar to an orange in shape and to a pineapple in taste.
7621	这些谷物颗粒饱满。	Zhèxiē gǔwù kēlì bǎomǎn.	These grains are plump.
7622	鸟儿身上铺满了白色的羽毛。	niǎo ér shēn shàngpū mǎn le báisè de yǔmáo .	The bird was covered with white feathers.
7623	孔雀的羽毛很漂亮。	Kǒngquè de yǔmáo hěn piàoliang.	The peacock's feathers are very pretty.
7624	希望人类远离瘟疫。	Xīwàng rénlèi yuǎnlí wēnyì.	I hope that mankind will stay free from from plagues.
7625	他获得了大家的赞誉。	Tā huòdéle dàjiā de zànyù.	He got everyone's praise.
7626	晴朗的天气增加了野营的乐趣。	qínglǎng de tiānqì zēngjiā le yěyíng de lèqù .	The fine day added to the pleasure of the picnic.
7627	火警警报响了。	huǒ jǐng jǐngbào xiǎng le .	The fire alarm rang.
7628	婴儿的头发很蓬松。	Yīng'ér de tóufa hěn péngsōng.	The baby has fluffy hair.
7629	两个侦探跟着嫌疑人。	liǎng ge zhēntàn gēnzhe xiányírén .	Two detectives followed the suspect.
7630	你岂敢这么对我？	Nǐ qǐ gǎn zhème duì wǒ?	How dare you treat me this way?
7631	核桃是一种坚果。	Hétao shì yī zhǒng jiānguǒ.	Walnuts are a type of nut.
7632	这句古诗很有韵味。	Zhè jù gǔshī hěn yǒu yùnwèi.	This line from an ancient poem is very thought-provoking.
7633	她臀部的线条很漂亮。	Tā túnbù de xiàntiáo hěn piàoliang.	The curve of her lower torso is very beautiful.
7634	我喜欢打乒乓。	Wǒ xǐhuan dǎ pīngpāng.	I like playing ping-pong.
7635	在大陆，仿冒品特别多。	Zài dàlù, fǎngmào pǐn tèbié duō.	In Mainland China, there are lots of fake goods.
7636	他仿冒了这件瓷器。	Tā fǎngmào le zhèjiàn cíqì.	He counterfeited this piece of porcelain.
7637	大家挥舞着旗帜。	Dàjiā huīwǔzhe qízhì.	Everyone is waving flags.
7638	抚养子女是父母的职责。	Fǔyǎng zǐnǚ shì fùmǔ de zhízé.	Raising children is the responsibility of parents.
7639	我等您的答覆。	Wǒ děng nín de dáfù.	I will wait for your reply.
7640	主席答覆了记者们的提问。	Zhǔxí dáfù le jìzhě men de tíwèn.	The chairman answered the questions of the reporters.
7641	农民正在收割甘蔗。	Nóngmín zhèngzài shōugē gānzhe.	The farmers are harvesting the sugar cane.
7642	交通阻塞了。	Jiāotōng zǔsè le.	There's a traffic jam.
7643	警察击毙了歹徒。	Jǐngchá jībìle dǎitú.	The police shot the outlaw to death.
7644	她总是对人和颜悦色。	Tā zǒngshì duì rén héyán-yuèsè.	She is always cheerful and pleasant to people.
7645	一条大鱼被捞上来了。	Yī tiáo dà yú bèi lāo shànglái le.	A big fish was caught (in a net).
7646	我被坏人勒索钱财。	Wǒ bèi huàirén lèsuǒ qiáncái.	I've been blackmailed by a crook.
7647	幽暗的房间里空无一人。	Yōu'àn de fángjiān lǐ kōng wú yī rén.	Nobody is in the dark room.
7648	这是你的酬劳。	Zhè shì nǐ de chóuláo.	Here's the reward for your service.
7649	这个工作没有酬劳。	zhè gè gōngzuò méiyǒu chóuláo .	This work doesn't pay.
7650	两条小河在这里汇合。	Liǎng tiáo xiǎo hé zài zhèli huìhé.	The two small rivers converge here.
7651	很多人去公园赏樱花。	Hěn duō rén qù gōngyuán shǎng yīnghuā.	Many people go to the park to see the cherry blossoms.
7652	因为洪灾，农民的收入减少了。	Yīnwèi hóngzāi, nóngmín de shōurù jiǎnshǎo le.	Due to the flood, the farmers' income decreased.
7653	他英勇的行为带给了他光荣。	tā yīngyǒng de xíngwéi dài gěi le tā guāngróng .	His acts of courage brought him glory.
7654	他遇见了久违的朋友。	Tā yùjiànle jiǔwéi de péngyou.	He met a friend whom he hasn't seen for a long time.
7655	有人盗拷软件。	Yǒu rén dàokǎo ruǎnjiàn.	There are people who illegally copy software.
7656	我们不应该盗拷学习资料。	Wǒmen bù yīnggāi dàokǎo xuéxí zīliào.	We shouldn't illegally copy study materials.
7657	水库里屯满了水。	Shuǐkù lǐ túnmǎnle shuǐ.	The reservoir has stored as much water as it can hold.
7658	她枕着手臂睡着了。	Tā zhěnzhe shǒubì shuìzháo le.	She put her head on her arms and fell asleep.
7659	大海里掀起了巨浪。	Dàhǎi lǐ xiānqǐle jùlàng.	The ocean is surging with huge waves.
7660	他为人很豁达。	Tā wéirén hěn huòdá.	He is very broadminded.
7661	小提琴的韵律十分动听。	Xiǎotíqín de yùnlǜ shífēn dòngtīng.	The rhythm of this violin piece is beautiful.
7662	我想要橙汁。	wǒ xiǎng yào chéngzhī .	Orange juice, please. <br /> I'd like orange juice.
7663	为了改善环境,我们提倡植树。	Wèi le gǎishàn huánjìng, wǒmen tíchàng zhíshù.	To improve the environment, we encourage tree planting.
7664	我的室友特别喜欢吃小鸡炖香菇。	Wǒde shìyǒu tèbié xǐhuan chī xiǎojī dùnxiāng gū.	My roommate especially likes to eat chicken stewed with shitaake mushrooms.
7665	在奥运会的竞赛中，金牌代表第一名，银牌代表第二名，铜牌是第三名。	zài àoyùnhuì de jìngsài zhōng , jīnpái dàibiǎo dì yī míng , yínpái dàibiǎo dì èr míng , tóng pái shì dì sān míng .	In Olympic competitions, a gold medal is for first place, a silver medal for second, and a bronze medal is for third place.
7666	我厌烦了他的长篇大论。	wǒ yànfán le tā de chángpiāndàlún .	I got bored with his long talk.
7667	布什继里根之后当上了总统。	bùshí jì lǐgēn zhīhòu dāng shàng le zǒngtǒng .	Bush followed Reagan as president.
7668	她给朋友斟茶。	Tā gěi péngyou zhēnchá.	She's pouring a cup of tea for her friend.
7669	这只鹿很温顺。	Zhè zhī lù hěn wēnshùn.	This deer is docile.
7670	射手打死了鹿。	shèshǒu dǎsǐ le lù .	The archer killed the deer.
7671	她的眼里涌出了泪水。	tā de yǎn lǐ yǒngchū le lèishuǐ .	Her eyes gushed with tears.
7672	我爱吃杏仁。	Wǒ ài chī xìngrén.	I love almonds
7673	不学习就会愚昧无知。	Bù xuéxí jiù huì yúmèi-wúzhī.	Without studying, one will end up stupid and ignorant.
7674	他为债务发愁。	Tā wèi zhàiwù fāchóu.	He's worried about his debts.
7675	海啸的破坏力很大。	Hǎixiào de pòhuàilì hěn dà.	The destructive power of a tsunami is enormous.
7676	根据天气预报显示，今天晴间多云。	Gēnjù tiānqì yùbào xiǎnshì, jīntiān qíngjiànduōyún.	According to the weather forecast, it will be partially cloudy today.
7677	这个皮包使用了上好的皮革。	Zhè gè píbāo shǐyòngle shànghǎo de pígé.	This bag is made of excellent quality leather.
7678	赛马霎时跑过去了。	Sàimǎ shàshí pǎo guòqu le.	The race horses run past us in a flash.
7679	农夫在给牛喂食。	Nóngfū zài gěi niú wèishí.	The farmer is feeding the cows.
7680	长城的历史可以追溯到秦朝。	Chángchéng de lìshǐ kěyǐ zhuīsù dào Qíncháo.	The history of the Great Wall dates back to the Qin dynasty.
7681	火车什么时候到横滨？	huǒchē shénme shíhou dào héngbīn ?	What time does this train reach Yokohama?
7682	罗杰斯先生和史密斯小姐昨天宣布订婚。	luójiésī xiānsheng hé shǐmìsī xiǎojie zuótiān xuānbù dìnghūn .	The engagement of Mr Rogers and Miss Smith was announced yesterday.
7683	气球腾空飞起。	Qìqiú téngkōng fēiqǐ.	The balloon rose into the air.
7684	她是越南移民的后裔。	Tā shì Yuènán yímín de hòuyì.	She is the descendant of Vietnamese immigrants.
7685	死刑在美国的很多州都被废除了。	sǐxíng zài Měiguó de hěn duō zhōu dōu bèi fèichú le .	The death penalty had been done away with in many states in the USA.
7686	我的计划是参观苏格兰的古堡。	wǒ de jìhuà shì cānguān sūgélán de gǔbǎo .	My plan is visiting old castles in Scotland.
7687	那个秘密被曝露了。	Nàge mìmì bèi bàolù le.	That secret was revealed.
7688	这辆车生锈了。	Zhè liàng chē shēngxiù le.	The car has rusted.
7689	孩子露出仇视的表情。	Háizi lùchu chóushì de biǎoqíng.	A look of hostility came across the child's face.
7690	天日渐回暖。	tiān rìjiàn huínuǎn .	It becomes warmer day after day.
7691	天色逼近黄昏。	Tiānsè bījìn huánghūn.	Dusk is approaching.
7692	这是盐和胡椒。	Zhè shì yán hé hújiāo.	This is salt and pepper.
7693	他在培植树苗。	Tā zài péizhí shùmiáo.	He's planting seedlings.
7694	水坝可以用来发电。	Shuǐbà kěyǐ yònglái fādiàn.	The dam can be used to generate electricity.
7695	水坝非常坚固。	Shuǐbà fēicháng jiāngù.	The dam is very very strong.
7696	这座堡垒很坚固。	Zhè zuò bǎolěi hěn jiāngù.	This fortress is solid.
7697	凡人皆有得意时。	fánrén jiē yǒu déyì shí .	Every dog has his day.
7698	针灸是中国的医学。	Zhēnjiǔ shì Zhōngguó de yīxué.	Acupuncture is Chinese medicine.
7699	医生针灸给我治病。	Yīshēng zhēnjiǔ gěi wǒ zhìbìng.	The doctor is treating my illness with acupuncture.
7700	针灸是中国的医术之一。	Zhēnjiǔ shì Zhōngguó de yīshù zhī yī.	Acupuncture is one type of Chinese medicine.
7701	他得了肺癌。	Tā dé le fèi'ái.	He got lung cancer.
7702	老王得了肺癌。	Lǎo Wáng dé le fèi'ái.	Lao Wang got lung cancer.
7703	细菌繁衍的速度很快。	Xìjūn fányǎn de sùdù hěn kuài.	Bacteria multiply very quickly.
7704	他诬蔑我。	Tā wūmiè wǒ.	He slandered me.
7705	空闲的时候他们去郊游。	Kòngxián de shíhou tāmen qù jiāoyóu.	They went on outings when they had free time.
7706	下雨了，要不然可以去郊游。	Xià yǔ le, yàoburán kěyǐ qù jiāoyóu.	We could have gone on a picnic if not for the rain.
7707	房里的灯光很昏暗。	Fáng lǐ de dēngguāng hěn hūn'àn.	The light in the room is very dim.
7708	这个小孩不幸夭折了。	Zhè gè xiǎohái bùxìng yāozhé le.	Sadly, the child died.
7709	橡树很高大。	Xiàngshù hěn gāodà.	The oak tree is very high.
7710	汽车的引擎损坏了。	Qìchē de yǐnqíng sǔnhuài le.	The car's engine has been damaged.
7711	澳洲比南美洲小。	àozhōu bǐ Nánměizhōu xiǎo .	Australia is smaller than South America.
7712	鱼有腥味。	Yú yǒu xīngwèi.	The fish smells fishy.
7713	攀岩需要毅力。	Pānyán xūyào yìlì.	To do rock-climbing, you need tenacity.
7714	她掌握了攀岩的窍门。	Tā zhǎngwòle pānyán de qiàomén.	She's mastered the secrets of rock-climbing.
7715	他们的身高相差悬殊。	Tāmen de shēngāo xiāngchà xuánshū.	There's such a big difference in their height.
7716	他拔掉了插头。	Tā bádiàole chātóu.	He pulled out the plug.
7717	这项工程逾期了。	Zhèxiàng gōngchéng yùqī le.	This project has gone beyond the deadline.
7718	帐单逾期不付要罚利息的。	Zhàngdān yúqī bù fù yào fá lìxī de.	Interest is charged as a penalty for overdue bills.
7719	这条小路凹凸不平。	Zhè tiáo xiǎolù āotū bùpíng.	This path is very bumpy.
7720	这里储藏着很多酒。	Zhèli chǔcángzhe hěn duō jiǔ.	There's a lot of wine stored here.
7721	他是个伐木工。	Tā shì gè fámùgōng.	He's a lumberjack.
7722	鸟栖息在树上。	Niǎo qīxī zài shù shàng.	Birds perch on trees.
7723	原始人以野兽为食。	Yuánshǐrén yǐ yěshòu wéi shí.	Primitive man fed on wild animals.
7724	他的工作态度很松懈。	Tā de gōngzuò tàidu hěn sōngxiè.	His work attitude is slack.
7725	她坐在凉棚下面。	Tā zuò zài liángpéng xiàmiàn.	She's sitting under the awning.
7726	那是个僻静的地方。	Nà shì gè pìjìnɡ de dìfang.	That is a secluded place.
7727	他在这个地区名声显赫。	Tā zài zhè gè dìqū míngshēng xiǎnhè.	He's quite well-known in this area.
7728	鸡毛蒜皮的小事不要天天吵。	Jīmáosuànpí de xiǎoshì búyào tiāntiān chǎo.	You shouldn't quarrel every day over trivial matters.
7729	借给别人钱不是一件鸡毛蒜皮的小事。	Jiègěi biérén qián bú shì yī jiàn jīmáosuànpí de xiǎoshì.	Loaning someone money is not a trivial matter.
7730	儿子得意地要胁妈妈。	Érzi déyì de yāoxié māma.	The son smugly coerces his mother.
7731	恐龙已经灭绝了。	Kǒnglóng yǐjing mièjué le.	Dinosaurs are extinct.
7732	电话账单寄来了。	Diànhuà zhàngdān jìlái le.	The telephone bill has been sent over.
7733	吃完了饭，服务员拿来了账单。	Chī wán le fàn, fúwù yuán ná lái le zhàngdān.	After the meal, the waiter brought the bill.
7734	领主对他的臣民有绝对权力。	lǐngzhǔ duì tā de chén mínyǒu juéduìquán lì .	The lord held absolute power over his subjects.
7735	住在荆门很无聊。	Zhùzài Jīngmén hěn wúliáo.	Living in Jingmen is very boring.
7736	哥伦布于1492年发现了美洲。	Gēlúnbù yú yī sì jiǔ èr nián fāxiànle Měizhōu.	Columbus discovered America in 1492.
7737	医生帮他清除耳屎。	Yīshēng bāng tā qīngchú ěrshǐ.	The doctor cleaned out his earwax for him.
7738	小艇开得很快。	Xiǎotǐng kāi de hěn kuài.	The boat is going very fast.
7739	堕胎话题是一个敏感的话题。	Duòtāi huàtí shì yīge mǐngǎn de huàtí.	Abortion is a sensitive topic.
7740	你支持还是反对堕胎？	nǐ zhīchí háishì fǎnduì duòtāi ?	Are you for or against abortions?
7741	我老板把艰巨的任务指派给了我。	wǒ lǎobǎn bǎ jiānjù de rènwu zhīpài gěi le wǒ .	My boss assigned the hard task to me.
7742	青蛙以捕捉昆虫为食。	Qīngwā yǐ bǔzhuō kūnchóng wéi shí.	Frogs feed on insects.
7743	海里的珊瑚很美。	Hǎi lǐ de shānhú hěn měi.	The coral in the sea is very beautiful.
7744	院子里有一把铲子。	Yuànzi lǐ yǒu yī bǎ chǎnzi.	There is a shovel in the yard.
7745	他是个占卜大师。	Tā shì gè zhānbǔ dàshī.	He's a master of divination.
7746	对于我来说，读《水浒传》很重要。	Duìyú wǒ lái shuō, dú Shuǐhǔzhuàn hěn zhòngyào.<div>(dui = duiyu = zhendui (pinpoints))</div>	It is important for me to read The Outlaws of the Marsh.
7747	姜是一种作料。	Jiāng shì yī zhǒng zuòliao.	Ginger is a spice.
7748	他是一个屠夫。	Tā shì yī gè túfū.	He's a butcher.
7749	这是白砂糖。	Zhè shì báishātáng.	This is granulated white sugar.
7750	酱油是一种调味料。	Jiàngyóu shì yī zhǒng tiáowèiliào.	Soy sauce is a flavoring.
7751	家乐福的火腿剩料一点都不贵，然而却很好吃。	jiā lè fú de huǒtuǐ shèng liào yīdiǎn dōu bù guì, ránér què hěn hǎochī .	Carrefour's Ham offcuts are not expensive at all, but are nevertheless delicious.
7752	董方卓在美国不出名。	Dǒng Fāngzhuó zài Měiguó bù chūmíng.	Dong Fangzhuo is not famous in America.
7753	她把车刹住了。	Tā bǎ chē shāzhù le.	She braked and stopped the car.
7754	广州是广东省的首府。	Guǎngzhōu shì Guǎngdōng Shěng de shǒufǔ.	Guangzhou is the capital city of Guangdong province.
