Frequency,Character,Count,Percentile,Pin1Yin1,Meaning,Heisig,Polv’s order,Polv’s level,Dubbing,Variant,Kanji,Vocab
6277,骺,41,99.98624783,hou2,,10000,,74,Infinity,,,骨骺 骨骺 gu3 hou2 epiphysis (end of a long bone)<br>骺 骺 hou2 epiphysis (end of a long bone)<br>骺軟骨板 骺软骨板 hou2 ruan3 gu3 ban3 epiphyseal plate/growth plate (bone)<br>
6280,議,41,99.9863114,yi4,,10000,,74,Infinity,议,WK_L20,
6281,絡,41,99.98633258,luo4,,10000,,74,Infinity,络,WK_L19,
6282,護,41,99.98635377,hu4,,10000,,74,Infinity,护,WK_L23,
6283,釋,41,99.98637496,shi4,,10000,,74,Infinity,释,,
6284,隨,41,99.98639615,sui2,,10000,,74,Infinity,随,Variant_WK_L53,
6286,莶,40,99.98643749,xian1,,10000,,74,Infinity,薟,,
6293,碶,40,99.98658219,qi4,,10000,,74,Infinity,,,
6299,腧,40,99.98670622,shu4,,10000,,74,Infinity,,,腧 腧 shu4 insertion point in acupuncture/acupoint<br>腧穴 腧穴 shu4 xue2 acupuncture point<br>
6302,鵰,40,99.98676823,diao1,,10000,,74,Infinity,彫雕,Variant_WK_L35,
6303,讀,40,99.9867889,du2,,10000,,74,Infinity,读,,
6304,墼,39,99.98680906,ji1,,10000,,74,Infinity,,,
6306,甏,39,99.98684937,beng4,,10000,,74,Infinity,,,"甏 甏 bang4 a squat jar for holding wine, sauces etc<br>"
6314,糨,39,99.98701061,jiang4,,10000,,74,Infinity,糡,,糨 糨 jiang4 starch/paste/to starch<br>糨子 糨子 jiang4 zi5 (coll.) paste<br>糨糊 糨糊 jiang4 hu5 paste/also written 漿糊|浆糊[jiang4 hu5]/Taiwan pr. [jiang4 hu2]<br>
6317,顒,39,99.98707107,yu2,,10000,,74,Infinity,颙,,
6318,蟲,39,99.98709122,chong2,,10000,,74,Infinity,虫,Variant_WK_L4,
6319,訓,39,99.98711138,xun4,,10000,,74,Infinity,训,WK_L18,
6323,呙,38,99.98718993,guo1,,10000,,74,Infinity,咼,,咼 呙 Guo1 surname Guo<br>咼 呙 wai1 lopsided/Taiwan pr. [kuai1]<br>
6324,鹋,38,99.98720957,miao2,,10000,,74,Infinity,鶓,,鴯鶓 鸸鹋 er2 miao2 emu<br>鶓 鹋 miao2 see 鴯鶓|鸸鹋[er2 miao2]<br>
6330,籤,38,99.98732739,qian1,,10000,,74,Infinity,籖,,
6331,規,38,99.98734703,gui1,,10000,,74,Infinity,规槻,WK_L23,
6332,資,38,99.98736667,zi1,,10000,,74,Infinity,资,WK_L21,
6335,杩,37,99.98742403,ma4,,10000,,74,Infinity,榪,,榪 杩 ma4 headboard<br>
6336,鹛,37,99.98744315,mei2,,10000,,74,Infinity,鶥,,劍嘴鶥 剑嘴鹛 jian4 zui3 mei2 (bird species of China) slender-billed scimitar babbler (Pomatorhinus superciliaris)<br>印緬褐頭雀鶥 印缅褐头雀鹛 yin4 mian3 he4 tou2 que4 mei2 (bird species of China) manipur fulvetta (Fulvetta manipurensis)<br>大噪鶥 大噪鹛 da4 zao4 mei2 (bird species of China) giant laughingthrush (Garrulax maximus)<br>大草鶥 大草鹛 da4 cao3 mei2 (bird species of China) giant babax (Babax waddelli)<br>
6340,給,37,99.98751964,gei3,,10000,,74,Infinity,给,WK_L27,
6345,識,37,99.98761524,shi2,,10000,,74,Infinity,识,WK_L17,
6346,遠,37,99.98763437,yuan3,,10000,,74,Infinity,远逺,WK_L16,
6347,谿,36,99.98765297,ji1,,10000,,74,Infinity,嵠釳,,
6349,吲,36,99.98769018,yin3,,10000,,74,Infinity,哂,,"吲 吲 yin3 see 吲哚, indole C8H7N<br>吲哚 吲哚 yin3 duo3 indole C8H7N (heterocyclic organic compound) (loanword)<br>吲唑 吲唑 yin3 zuo4 indazole (chemistry) (loanword)<br>"
6353,鸮,36,99.9877646,xiao1,,10000,,74,Infinity,鴞,,倉鴞 仓鸮 cang1 xiao1 (bird species of China) barn owl (Tyto alba)<br>四川林鴞 四川林鸮 Si4 chuan1 lin2 xiao1 (bird species of China) Sichuan wood owl (Strix davidi)<br>林鵰鴞 林雕鸮 lin2 diao1 xiao1 (bird species of China) spot-bellied eagle-owl (Bubo nipalensis)<br>栗鴞 栗鸮 li4 xiao1 (bird species of China) oriental bay owl (Phodilus badius)<br>
6354,蕰,36,99.9877832,wen1,,10000,,74,Infinity,薀,,薀 蕰 yun4 hippuris or mare's tail<br>
6363,碥,36,99.98795064,bian3,,10000,,74,Infinity,扁,,
6364,豂,36,99.98796924,liao2,,10000,,74,Infinity,鈋,,
6365,竅,36,99.98798785,qiao4,,10000,,74,Infinity,窍,,
6366,讓,36,99.98800645,rang4,,10000,,74,Infinity,让,,
6367,黒,36,99.98802505,hei1,,10000,,74,Infinity,黑,WK_L7,黒 黒 hei1 Japanese variant of 黑<br>
6371,螋,35,99.9880974,sou1,,10000,,74,Infinity,,,螋 螋 sou1 earwig 蠼螋<br>蠼螋 蠼螋 qu2 sou1 earwig<br>
6374,塄,35,99.98815167,leng2,,10000,,74,Infinity,,,塄 塄 leng2 elevated bank around a field<br>
6377,粋,35,99.98820593,cui4,,10000,,74,Infinity,粹,WK_L34,粋 粋 cui4 Japanese variant of 粹<br>
6378,纻,35,99.98822402,zhu4,,10000,,74,Infinity,紵,,紵 纻 zhu4 ramie (Boehmeria nivea)<br>
6380,祏,35,99.98826019,shi2,,10000,,74,Infinity,,,祏 祏 shi2 stone shrine<br>
6381,電,35,99.98827828,dian4,,10000,,74,Infinity,电,WK_L8,
6382,鱲,35,99.98829637,la4,,10000,,74,Infinity,,,鱲 鱲 lie4 minnow<br>
6383,頻,35,99.98831445,pin2,,10000,,74,Infinity,频,WK_L40,
6384,設,35,99.98833254,she4,,10000,,74,Infinity,设,WK_L21,
6385,試,35,99.98835063,shi4,,10000,,74,Infinity,试,WK_L18,
6386,項,35,99.98836872,xiang4,,10000,,74,Infinity,项,WK_L39,
6387,鄩,35,99.9883868,xun2,,10000,,74,Infinity,,,鄩 鄩 Xin2 surname Xin/place name<br>
6388,鱖,35,99.98840489,gui4,,10000,,74,Infinity,鳜,,
6389,鱧,35,99.98842298,li3,,10000,,74,Infinity,鳢,,
6391,糍,34,99.98845812,ci2,,10000,,74,Infinity,,,糍 糍 ci2 sticky rice cake<br>糍粑 糍粑 ci2 ba1 sticky rice cake<br>糯米糍 糯米糍 nuo4 mi3 ci2 rice cake dumpling/sticky rice cake/mochi cake<br>
6392,鸻,34,99.98847569,heng2,,10000,,74,Infinity,鴴,,劍鴴 剑鸻 jian4 heng2 (bird species of China) common ringed plover (Charadrius hiaticula)<br>大石鴴 大石鸻 da4 shi2 heng2 (bird species of China) great stone-curlew (Esacus recurvirostris)<br>小嘴鴴 小嘴鸻 xiao3 zui3 heng2 (bird species of China) Eurasian dotterel (Charadrius morinellus)<br>普通燕鴴 普通燕鸻 pu3 tong1 yan4 heng2 (bird species of China) oriental pratincole (Glareola maldivarum)<br>
6396,氇,34,99.98854597,lu,,10000,,74,Infinity,氌,,氌 氇 lu3 thick rough serge from Tibet<br>
6398,烀,34,99.98858112,hu1,,10000,,74,Infinity,,,烀 烀 hu1 to cook in a small quantity of water<br>
6400,珉,34,99.98861626,min2,,10000,,74,Infinity,砇玟,,"玉珉 玉珉 yu4 min2 jade and jade-like stone/impossible to distinguish the genuine from the fake (idiom)<br>珉 珉 min2 alabaster, jade-like stone<br>珉玉 珉玉 min2 yu4 good and bad/expensive and cheap<br>珉玉雜淆 珉玉杂淆 min2 yu4 za2 xiao2 scholars of various talents (idiom)<br>"
6401,鞬,34,99.98863383,jian1,,10000,,74,Infinity,,,鞬 鞬 jian1 a quiver on a horse/a store<br>
6402,範,34,99.9886514,fan4,,10000,,74,Infinity,范,WK_L42,
6403,膠,34,99.98866897,jiao1,,10000,,74,Infinity,胶,,
6404,眾,34,99.98868654,zhong4,,10000,,74,Infinity,衆众,Variant_WK_L28,
6405,鶇,34,99.98870411,dong1,,10000,,74,Infinity,鸫,,
6408,镠,33,99.98875527,liao2,,10000,,74,Infinity,鏐,,鏐 镠 liu2 fine gold<br>
6411,蚺,33,99.98880643,ran2,,10000,,74,Infinity,蚦,,蚺 蚺 ran2 boa<br>蚺蛇 蚺蛇 ran2 she2 boa<br>
6413,趑,33,99.98884054,zi1,,10000,,74,Infinity,,,"趑 趑 zi1 to falter/unable to move<br>趑趄 趑趄 zi1 ju1 to advance with difficulty/to hesitate to advance<br>趑趄不前 趑趄不前 zi1 ju1 bu4 qian2 hesitant and not daring to move forward (idiom)<br>趑趄囁嚅 趑趄嗫嚅 zi1 ju1 nie4 ru2 faltering steps, mumbling speech (idiom); hesitant/cringing/to cower<br>"
6421,蓚,33,99.98897697,tiao2,,10000,,74,Infinity,,,
6422,貪,33,99.98899403,tan1,,10000,,74,Infinity,贪,Joyo,
6424,繼,33,99.98902813,ji4,,10000,,74,Infinity,继,,
6425,脫,33,99.98904519,tuo1,,10000,,74,Infinity,脱,Variant_WK_L22,
6426,郿,32,99.98906173,mei2,,10000,,74,Infinity,,,郿 郿 mei2 ancient place name<br>
6428,檫,32,99.9890948,cha2,,10000,,74,Infinity,,,檫 檫 cha2 Chinese sassafras/Sassafras tzumu<br>
6430,蝰,32,99.98912787,kui2,,10000,,74,Infinity,,,蝰 蝰 kui2 see 蝰蛇[kui2 she2]<br>蝰蛇 蝰蛇 kui2 she2 forest or meadow viper (Vipera russelii siamensis or similar)<br>
6437,車,32,99.98924363,che1,,10000,,74,Infinity,车,WK_L4,
6438,陳,32,99.98926017,chen2,,10000,,74,Infinity,陈陣,WK_L52,
6439,雜,32,99.98927671,za2,,10000,,74,Infinity,襍杂雑,Variant_WK_L32,
6440,驚,32,99.98929325,jing1,,10000,,74,Infinity,惊,WK_L31,
6441,龍,32,99.98930978,long2,,10000,,74,Infinity,龒龙竜,WK_L55,
6442,鮠,32,99.98932632,wei2,,10000,,74,Infinity,,,鮠 鮠 wei2 a kind of shad with a head like a sturgeon<br>
6447,昝,31,99.98940642,zan3,,10000,,74,Infinity,偺喒,,昝 昝 Zan3 surname Zan<br>那昝 那昝 na4 zan5 see 那咱[na4 zan5]<br>
6448,餂,31,99.98942244,tian2,,10000,,74,Infinity,舔,,餂 餂 tian3 to obtain by deception<br>
6449,镎,31,99.98943846,na2,,10000,,74,Infinity,鎿,,鎿 镎 na2 neptunium (chemistry)<br>
6458,磻,31,99.98958265,bo1,,10000,,74,Infinity,,,磻 磻 pan2 name of a river in Shaanxi<br>
6460,阇,31,99.98961469,du1,,10000,,74,Infinity,闍,,瞽闍 瞽阇 gu3 she2 blind monk/refers to famous blind historian 左丘明[Zuo3 Qiu1 ming2]<br>闍 阇 du1 defensive platform over gate/barbican<br>闍 阇 she2 (used in Buddhist transliteration)<br>闍梨 阇梨 she2 li2 Buddhist monk (Sanskrit: jala)<br>
6461,腈,31,99.98963071,jing1,,10000,,74,Infinity,,,丙烯腈 丙烯腈 bing3 xi1 jing1 acrylo-nitrile<br>異腈 异腈 yi4 jing1 carbylamine/isocyanide<br>腈 腈 jing1 acrylic<br>腈綸 腈纶 jing1 lun2 acrylic fiber<br>
6463,臥,31,99.98966275,wo4,,10000,,74,Infinity,卧,,
6464,顱,31,99.98967877,lu2,,10000,,74,Infinity,髗颅,,
6465,級,31,99.98969479,ji2,,10000,,74,Infinity,级,WK_L11,
6466,階,31,99.98971081,jie1,,10000,,74,Infinity,堦阶,WK_L12,
6467,顟,31,99.98972683,lao2,,10000,,74,Infinity,,,
6468,衖,30,99.98974233,long4,,10000,,74,Infinity,,,衖 衖 xiang4 variant of 巷[xiang4]<br>
6471,劁,30,99.98978884,qiao1,,10000,,74,Infinity,,,劁 劁 qiao1 to neuter livestock<br>
6473,胬,30,99.98981985,nu3,,10000,,74,Infinity,,,胬 胬 nu3 see 胬肉[nu3 rou4]<br>胬肉 胬肉 nu3 rou4 pterygium (medicine)<br>
6474,纮,30,99.98983535,hong2,,10000,,74,Infinity,紘,,紘 纮 hong2 cord for hat/vast<br>
6475,翙,30,99.98985086,hui4,,10000,,74,Infinity,翽,,翽 翙 hui4 noise of bird's wings<br>
6476,茀,30,99.98986636,bo2,,10000,,74,Infinity,,,茀 茀 fu2 luxuriant growth<br>茀星 茀星 fu2 xing1 comet (arch.)<br>
6480,腳,30,99.98992837,jiao3,,10000,,74,Infinity,脚,Variant_WK_L45,
6481,記,30,99.98994388,ji4,,10000,,74,Infinity,记,WK_L7,
6482,許,30,99.98995938,xu3,,10000,,74,Infinity,许,WK_L18,
6483,錯,30,99.98997489,cuo4,,10000,,74,Infinity,错,WK_L56,
6484,鱇,30,99.98999039,kang1,,10000,,74,Infinity,,,鮟鱇 鮟鱇 an1 kang1 anglerfish<br>鱇 鱇 kang1 see 鮟鱇[an1 kang1]<br>
6494,迴,29,99.99014026,hui2,,10000,,74,Infinity,廻回,Variant_WK_L5,
6495,岙,29,99.99015524,ao4,,10000,,74,Infinity,嶴,,"嶴 岙 ao4 plain in the middle of the mountains/used in place names, esp. in 浙江[Zhe4 jiang1] and 福建[Fu2 jian4]<br>"
6499,粫,29,99.99021519,er2,,10000,,74,Infinity,糯,,
6502,礌,29,99.99026015,lei3,,10000,,74,Infinity,,,礌 礌 lei4 see 礌石[lei4 shi2]<br>礌石 礌石 lei4 shi2 (old) stones that can be rolled down onto an attacking enemy<br>
6503,膿,29,99.99027514,nong2,,10000,,74,Infinity,脓,,
6504,葉,29,99.99029012,ye4,,10000,,75,Infinity,叶,WK_L10,
6505,險,29,99.99030511,xian3,,10000,,75,Infinity,险,,
6506,雙,29,99.9903201,shuang1,,10000,,75,Infinity,双,Variant_WK_L42,
6507,餘,29,99.99033508,yu2,,10000,,75,Infinity,余馀,Variant_WK_L20,
6508,邠,28,99.99034955,bin1,,10000,,75,Infinity,豳,,邠 邠 Bin1 variant of 豳[Bin1]<br>邠 邠 bin1 variant of 彬[bin1]<br>
6509,邽,28,99.99036402,gui1,,10000,,75,Infinity,,,邽 邽 Gui1 surname Gui/ancient place name<br>
6512,舭,28,99.99040743,bi3,,10000,,75,Infinity,,,舭 舭 bi3 bilge<br>
6514,靜,28,99.99043637,jing4,,10000,,75,Infinity,静,Variant_WK_L18,
6517,藚,28,99.99047978,xu4,,10000,,75,Infinity,,,藚 藚 xu4 Alisma plantago<br>
6522,牾,28,99.99055213,wu3,,10000,,75,Infinity,,,抵牾 抵牾 di3 wu3 to conflict with/to contradict/contradiction<br>牴牾 牴牾 di3 wu3 variant of 抵牾[di3 wu3]<br>牾 牾 wu3 to oppose/to gore<br>
6525,鬘,28,99.99059554,man2,,10000,,75,Infinity,,,鬘 鬘 man2 (of woman's hair) beautiful/flower garland worn as an ornament<br>
6526,膚,28,99.99061001,fu1,,10000,,75,Infinity,肤,WK_L51,
6527,虧,28,99.99062448,kui1,,10000,,75,Infinity,亏,,
6528,邊,28,99.99063895,bian1,,10000,,75,Infinity,边,,
6529,髮,28,99.99065342,fa4,,10000,,75,Infinity,发,,
6532,菥,27,99.99069528,xi1,,10000,,75,Infinity,,,菥 菥 xi1 see 菥蓂[xi1 mi4]<br>菥蓂 菥蓂 xi1 mi4 pennycress<br>
6537,颙,27,99.99076505,yu2,,10000,,75,Infinity,顒,,顒 颙 yong2 grand/majestic/just/stern<br>
6540,矻,27,99.99080691,ku1,,10000,,75,Infinity,,,孜孜矻矻 孜孜矻矻 zi1 zi1 ku1 ku1 diligently<br>矻 矻 ku1 see 矻矻[ku1 ku1]/Taiwan pr. [ku4]<br>矻矻 矻矻 ku1 ku1 assiduously<br>
6544,閱,27,99.99086272,yue4,,10000,,75,Infinity,阅閲,Variant_WK_L57,
6546,礎,27,99.99089063,chu3,,10000,,75,Infinity,础,WK_L49,
6547,討,27,99.99090458,tao3,,10000,,75,Infinity,讨,WK_L26,
6548,鎮,27,99.99091853,zhen4,,10000,,75,Infinity,镇,WK_L55,
6549,鮊,27,99.99093249,ba4,,10000,,75,Infinity,鲌,,
6551,萜,26,99.99095936,tie1,,10000,,75,Infinity,,,萜 萜 tie1 terpene (chemistry)<br>萜烯 萜烯 tie1 xi1 terpene (chemistry)<br>
6552,鄗,26,99.9909728,hao4,,10000,,75,Infinity,,,鄗 鄗 hao4 ancient place name<br>
6555,鲽,26,99.99101311,die2,,10000,,75,Infinity,鰈,,大鰈魚 大鲽鱼 da4 die2 yu2 turbot fish<br>秀色孫鰈 秀色孙鲽 xiu4 se4 sun1 die2 yellowtail<br>鰈 鲽 die2 flatfish/flounder/sole<br>鰈片 鲽片 die2 pian4 filleted plaice<br>
6557,絕,26,99.99103998,jue2,,10000,,75,Infinity,绝,,
6558,哚,26,99.99105342,duo3,,10000,,75,Infinity,,,"吲哚 吲哚 yin3 duo3 indole C8H7N (heterocyclic organic compound) (loanword)<br>哚 哚 duo3 see 吲哚, indole C8H7N<br>"
6560,缞,26,99.99108029,shuai1,,10000,,75,Infinity,縗,,縗 缞 cui1 mourning garments of coarse hemp<br>
6561,踰,26,99.99109373,yao2,,10000,,75,Infinity,逾,,
6564,铦,26,99.99113403,tian3,,10000,,75,Infinity,銛,,銛 铦 xian1 fish-spear/sharp<br>
6565,鲴,26,99.99114747,gu4,,10000,,75,Infinity,鯝,,
6567,盡,26,99.99117434,jin4,,10000,,75,Infinity,尽,Variant_WK_L48,
6568,蓋,26,99.99118778,gai4,,10000,,75,Infinity,盖葢,Joyo,
6569,製,26,99.99120122,zhi4,,10000,,75,Infinity,制,WK_L24,
6570,載,26,99.99121465,zai3,,10000,,75,Infinity,载儎,WK_L24,
6571,週,26,99.99122809,zhou1,,10000,,75,Infinity,周,WK_L7,
6572,陸,26,99.99124153,lu4,,10000,,75,Infinity,陆六,WK_L31,
6573,醡,26,99.99125496,zha4,,10000,,75,Infinity,榨詐,Variant_WK_L47,醡 醡 zha4 press for extracting wine<br>
6577,鍬,25,99.99130664,qiao1,,10000,,75,Infinity,鍫锹,,
6580,赟,25,99.9913454,yun1,,10000,,75,Infinity,贇,,贇 赟 yun1 good appearance<br>
6585,疬,25,99.99141,li4,,10000,,75,Infinity,癧,,瘰癧 瘰疬 luo3 li4 scrofula (in Chinese medicine)<br>癧 疬 li4 see 瘰癧|瘰疬[luo3 li4]<br>
6587,絜,25,99.99143584,jie2,,10000,,75,Infinity,,,絜 絜 jie2 clean<br>絜 絜 xie2 marking line/pure/to regulate<br>較短絜長 较短絜长 jiao4 duan3 xie2 chang2 to compare long and short/to compare the pros and cons<br>較長絜短 较长絜短 jiao4 chang2 xie2 duan3 to compare long and short/to compare the pros and cons<br>
6588,脩,25,99.99144876,you3,,10000,,75,Infinity,,,束脩 束脩 shu4 xiu1 payment for private tutor<br>
6589,赒,25,99.99146168,zhou1,,10000,,75,Infinity,賙,,賙 赒 zhou1 to give to the needy/to bestow alms/charity<br>賙人 赒人 zhou1 ren2 to help the needy/to bestow alms/charity<br>賙卹 赒恤 zhou1 xu4 to give to the needy<br>賙急 赒急 zhou1 ji2 disaster relief<br>
6593,骎,25,99.99151335,qin1,,10000,,75,Infinity,駸,,駸 骎 qin1 fleet horse<br>
6594,骙,25,99.99152627,kui2,,10000,,75,Infinity,騤,,騤 骙 kui2 (of a horse) powerful/strong<br>
6595,薑,25,99.99153919,jiang1,,10000,,75,Infinity,葁姜,,
6596,鼩,25,99.99155211,qu2,,10000,,75,Infinity,,,鼩 鼩 qu2 see 鼩鼱[qu2 jing1]<br>鼩鼱 鼩鼱 qu2 jing1 shrew (zoology)<br>
6597,雰,25,99.99156503,fen1,,10000,,75,Infinity,,WK_L14,雰 雰 fen1 misty/foggy<br>
6598,穩,25,99.99157795,wen3,,10000,,75,Infinity,稳文,Variant_WK_L2,
6599,藴,25,99.99159087,wen1,,10000,,75,Infinity,蘊,,"藴 藴 yun4 variant of 蘊|蕴, to accumulate/to hold in store/to contain/to gather together/to collect/depth/inner strength/profundity<br>"
6600,責,25,99.99160379,ze2,,10000,,75,Infinity,责拆,WK_L21,
6601,鮮,25,99.99161671,xian1,,10000,,75,Infinity,鱻鲜尟,WK_L25,
6602,鳑,25,99.99162963,pang2,,10000,,75,Infinity,鰟,,"興凱刺鰟鮍 兴凯刺鳑鲏 xing1 kai3 ci4 pang2 pi2 Acanthorhodeus chankaensis (small carp)<br>越南刺鰟鮍 越南刺鳑鲏 Yue4 nan2 ci4 pang2 pi2 Acanthorhodeus tonkinensis Vaillant (small carp)<br>高體鰟鮍 高体鳑鲏 gao1 ti3 pang2 pi2 Rhodeus ocellatus (small carp)<br>鰟 鳑 pang2 see 鰟鮍|鳑鲏, small carp<br>"
6603,豨,24,99.99164203,xi1,,10000,,75,Infinity,,,豨 豨 xi1 swine<br>
6613,麿,24,99.99176606,mo3,,10000,,75,Infinity,,,"近衛文麿 近卫文麿 Jin4 wei4 Wen2 mo3 Prince KONOE Fumimaro (1891-), Japanese nobleman and militarist politician, prime minister 1937-1939 and 1940-1941<br>麿 麿 xx5 (Japanese kokuji) I, me (archaic)/suffix attached to the name of a person or pet/pr. maro<br>"
6615,鼂,24,99.99179087,zhao1,,10000,,75,Infinity,鼌,,鼂 鼂 Chao2 surname Chao<br>鼂 鼂 chao2 sea turtle<br>
6616,詳,24,99.99180327,xiang2,,10000,,75,Infinity,详,WK_L30,
6617,際,24,99.99181567,ji4,,10000,,75,Infinity,际,WK_L21,
6618,褔,24,99.99182808,fu4,,10000,,75,Infinity,,,褔 褔 fu4 full up/classifier for items of clothing (old)<br>
6620,聽,24,99.99185288,ting1,,10000,,75,Infinity,听,,
6621,觸,24,99.99186529,chu4,,10000,,75,Infinity,触,Variant_WK_L24,
6622,靈,24,99.99187769,ling2,,10000,,75,Infinity,灵,,
6623,鲏,24,99.99189009,pi1,,10000,,75,Infinity,鮍,,"興凱刺鰟鮍 兴凯刺鳑鲏 xing1 kai3 ci4 pang2 pi2 Acanthorhodeus chankaensis (small carp)<br>越南刺鰟鮍 越南刺鳑鲏 Yue4 nan2 ci4 pang2 pi2 Acanthorhodeus tonkinensis Vaillant (small carp)<br>高體鰟鮍 高体鳑鲏 gao1 ti3 pang2 pi2 Rhodeus ocellatus (small carp)<br>鮍 鲏 pi2 see 鰟鮍|鳑鲏, small carp<br>"
6625,魟,24,99.9919149,gong1,,10000,,75,Infinity,鰩,,魟 魟 hong2 ray (fish)/Taiwan pr. [hong1]<br>魟魚 魟鱼 hong2 yu2 skate (cartilaginous fish belonging to the family Rajidae)/stingray<br>
6626,遹,23,99.99192678,yu4,,10000,,75,Infinity,,,遹 遹 Yu4 surname Yu<br>遹 遹 yu4 follow/in accordance with<br>
6627,攴,23,99.99193867,po1,,10000,,75,Infinity,攵撲,Variant_WK_L43,攴 攴 pu1 to tap/to knock lightly/old variant of 撲|扑[pu1]<br>
6629,茆,23,99.99196244,mao2,,10000,,75,Infinity,茅,,茆 茆 mao2 variant of 茅[mao2]/thatch<br>茆 茆 mao3 type of water plant/(dialect) loess hills<br>
6630,蓁,23,99.99197433,zhen1,,10000,,75,Infinity,,,"蓁 蓁 zhen1 abundant, luxuriant vegetation<br>"
6634,菧,23,99.99202187,di3,,10000,,75,Infinity,,,菧 菧 di3 stibene<br>
6637,篠,23,99.99205753,xiao3,,10000,,75,Infinity,筱筿,,篠 篠 xiao3 dwarf bamboo<br>
6638,複,23,99.99206942,fu2,,10000,,75,Infinity,复復,WK_L32,
6639,該,23,99.9920813,gai1,,10000,,75,Infinity,该,WK_L55,
6640,貴,23,99.99209319,gui4,,10000,,75,Infinity,贵,WK_L34,
6641,辯,23,99.99210507,bian4,,10000,,75,Infinity,辨辩,,
6642,飛,23,99.99211696,fei1,,10000,,75,Infinity,飞,WK_L20,
6645,陠,22,99.99215107,bu1,,10000,,75,Infinity,,,
6648,稜,22,99.99218518,leng2,,10000,,75,Infinity,棱楞,,
6649,菃,22,99.99219654,qu2,,10000,,75,Infinity,,,
6650,埝,22,99.99220791,nian4,,10000,,75,Infinity,,,
6656,郤,22,99.99227613,qie4,,10000,,75,Infinity,郄,,批郤導窾 批郤导窾 pi1 xi4 dao3 kuan3 to get right to the heart of the matter (idiom)<br>郤 郤 Xi4 surname Xi<br>郤 郤 xi4 variant of 隙[xi4]<br>
6657,聍,22,99.9922875,ning2,,10000,,75,Infinity,聹,,"耵聹 耵聍 ding1 ning2 earwax/cerumen<br>聹 聍 ning2 see 耵聹|耵聍, earwax/cerumen<br>"
6659,硏,22,99.99231024,yan2,,10000,,75,Infinity,,,硏 硏 yan2 variant of 研[yan2]<br>
6660,腘,22,99.99232161,guo2,,10000,,75,Infinity,膕,,膕 腘 guo2 knee pit/popliteal fossa (medicine)<br>膕動脈 腘动脉 guo2 dong4 mai4 popliteal artery (anatomy)<br>膕旁腱肌 腘旁腱肌 guo2 pang2 jian4 ji1 hamstring (anatomy)/see also 膕繩肌|腘绳肌[guo2 sheng2 ji1]<br>膕窩 腘窝 guo2 wo1 popliteal (anatomy)/hollow at the back of the knee<br>
6661,興,22,99.99233298,xing4,,10000,,75,Infinity,兴,WK_L32,
6662,雞,22,99.99234435,ji1,,10000,,75,Infinity,鷄鳮鸡,,
6663,鬱,22,99.99235571,yu4,,10000,,75,Infinity,欝郁鬰,WK_L50,
6664,鳴,22,99.99236708,ming2,,10000,,75,Infinity,鸣,WK_L10,
6665,麥,22,99.99237845,mai4,,10000,,75,Infinity,麦,Variant_WK_L5,
6666,鮟,22,99.99238982,an1,,10000,,75,Infinity,,,鮟 鮟 an1 see 鮟鱇[an1 kang1]<br>鮟鱇 鮟鱇 an1 kang1 anglerfish<br>
6667,鳈,22,99.99240119,quan2,,10000,,75,Infinity,鰁,,
6668,秾,21,99.99241204,nong2,,10000,,75,Infinity,穠,,穠 秾 nong2 lush flora<br>
6670,釐,21,99.99243375,li2,,10000,,75,Infinity,厘,Variant_WK_L61,
6674,瞇,21,99.99247716,mi1,,10000,,75,Infinity,,,
6677,垸,21,99.99250972,yuan4,,10000,,75,Infinity,,,
6686,鲩,21,99.99260739,huan4,,10000,,75,Infinity,鯇,,鯇 鲩 huan4 carp<br>黑鯇 黑鲩 hei1 huan4 black carp (Mylopharyngodon piceus)<br>
6687,諡,21,99.99261824,shi4,,10000,,75,Infinity,謚,,
6690,顐,21,99.9926508,wen4,,10000,,75,Infinity,,,
6692,龂,21,99.9926725,yan3,,10000,,75,Infinity,齗,,齗 龂 yin2 old variant of 齦|龈[yin2]<br>
6693,,21,99.99268336,,,10000,,75,Infinity,,,
6694,臍,21,99.99269421,qi2,,10000,,75,Infinity,脐,,
6695,膩,21,99.99270506,ni4,,10000,,75,Infinity,腻,,
6696,諸,21,99.99271591,zhu1,,10000,,75,Infinity,诸,WK_L33,
6697,讉,21,99.99272677,yi2,,10000,,75,Infinity,,,
6698,鎯,20,99.9927371,lang2,,10000,,75,Infinity,,,鎯 鎯 lang2 large hammer<br>
6699,脒,20,99.99274744,mi3,,10000,,75,Infinity,,,脒 脒 mi3 amidine (chemistry)<br>
6707,蒐,20,99.99283012,sou1,,10000,,75,Infinity,,,情蒐 情蒐 qing2 sou1 intelligence gathering<br>蒐 蒐 sou1 madder (Rubia cordifolia)/to hunt for/to gather/to collect<br>蒐尋 蒐寻 sou1 xun2 to look for/to search for<br>蒐證 蒐证 sou1 zheng4 see 搜證|搜证[sou1 zheng4]<br>
6708,蹻,20,99.99284046,jiao3,,10000,,75,Infinity,蹺,,
6709,幞,20,99.99285079,fu2,,10000,,75,Infinity,襮,,"幞 幞 fu2 old form of turban/variant of 袱, cloth wrapper for bundles<br>"
6710,阯,20,99.99286113,zhi3,,10000,,75,Infinity,址,,阯 阯 zhi3 foundation<br>
6718,艖,20,99.99294382,cha1,,10000,,75,Infinity,,,艖 艖 cha1 raft/boat<br>
